Gene,mean_1_aerobic_t30_2_chlor, std_1_aerobic_t30_2_chlor,mean_1_aerobic_t60_2_chlor, std_1_aerobic_t60_2_chlor,mean_1_aerobic_t180_2_chlor, std_1_aerobic_t180_2_chlor,mean_1_aerobic_t30_6_nor, std_1_aerobic_t30_6_nor,mean_1_aerobic_t60_6_nor, std_1_aerobic_t60_6_nor,mean_1_aerobic_t180_6_Nor, std_1_aerobic_t180_6_Nor
ydgD, -0.120, 0.922, 0.231, 0.526, 0.110, 0.518, -0.471, 0.880, -0.568, 1.421, -1.488, 1.212
ybjG, 1.073, 0.840, 0.515, 0.138, 0.236, 0.485, 0.295, 0.815, -0.169, 0.367, -0.801, 0.571
rfbA, -0.145, 0.776, 0.205, 0.180, -0.182, 0.270, -0.689, 0.696, -0.578, 1.133, -1.135, 0.529
mobB, 0.093, 0.886, 0.182, 0.643, 0.279, 0.257, -0.233, 0.934, -1.159, 0.821, -0.646, 0.700
waaF, 0.501, 0.653, 0.664, 0.231, 1.514, 0.662, 2.171, 2.289, 2.201, 3.544, 4.589, 4.347
rstA, -0.111, 0.989, 0.397, 0.856, 0.221, 0.669, -0.932, 1.428, -0.769, 0.995, -0.737, 1.104
yejF, 0.546, 0.416, 0.441, 0.382, 0.043, 0.472, -inf, nan, -0.896, 0.821, -0.398, 0.352
yfdF, inf, nan, 1.039, 0.648, 0.411, 1.638, nan, nan, -inf, nan, -0.048, 2.216
yheO, 0.788, 1.760, inf, nan, inf, nan, 1.823, 1.231, inf, nan, inf, nan
ydhP, 0.801, 0.591, 0.401, 0.258, 0.054, 0.335, -0.238, 0.639, -0.305, 0.832, -0.639, 0.094
dusC, inf, nan, 0.315, 0.568, 0.670, 0.079, inf, nan, -0.806, 2.167, -0.138, 0.421
nikE, 1.053, 0.405, 0.359, 0.489, 0.087, 0.306, 0.752, 0.364, -0.055, 0.685, -0.379, 0.572
cusA, -0.678, 0.679, 0.355, 0.341, -0.042, 0.355, -1.050, 0.919, -0.956, 0.605, -0.685, 0.308
ybdM, 0.432, 0.516, 0.390, 0.575, 0.357, 0.459, -0.028, 0.445, -0.542, 0.899, -0.474, 0.275
csiR, 0.507, 0.849, 0.395, 0.474, 0.335, 0.349, 0.025, 0.762, -0.650, 0.205, -0.756, 0.449
ychG_1, -0.132, 0.856, 0.977, 1.197, 0.455, 0.679, -0.256, 1.032, -inf, nan, -0.350, 0.211
yhcB, -0.154, 0.610, 0.839, 0.459, 3.158, 1.605, -1.501, 1.033, -1.192, 1.536, 2.249, 1.270
alsE, -0.211, 0.391, 0.229, 0.156, 0.079, 0.386, -0.762, 0.457, -0.948, 0.888, -0.890, 0.254
corA, 0.154, 0.674, 0.857, 0.964, 0.469, 0.528, -0.593, 1.083, 0.464, 2.005, 0.230, 0.878
entA, 0.636, 0.176, 0.073, 0.242, 0.449, 0.432, -0.481, 2.022, -1.780, 1.321, -0.700, 0.448
ptsP, 0.361, 1.107, 0.782, 0.161, -0.344, 0.182, -0.905, 1.822, -0.536, 0.823, -0.524, 0.130
ydaS, inf, nan, -0.538, 0.794, 0.308, 0.694, inf, nan, -inf, nan, -0.538, 1.247
yghU, 0.730, 0.381, 0.407, 0.561, 0.217, 0.140, 0.374, 0.736, 1.330, 2.671, -0.633, 0.119
glf, -1.100, 0.311, 0.219, 0.357, -0.011, 0.548, -1.492, 1.050, -inf, nan, -1.311, 0.927
trmJ, 0.563, 0.968, 1.028, 0.268, -0.027, 0.294, 0.971, 1.182, 0.900, 1.465, -0.712, 0.296
ylbH, 0.494, 0.779, 0.281, 0.202, -0.006, 0.387, 0.499, 0.632, 0.030, 0.709, -0.776, 0.467
yjbB, 0.817, 0.664, 0.323, 0.466, 0.153, 0.197, -0.299, 1.066, -0.179, 0.763, -0.644, 0.204
gspI, -0.318, 0.840, 0.201, 0.325, 0.246, 0.265, -0.670, 1.002, -0.651, 1.145, -0.648, 0.368
rrsD, 0.407, nan, 1.144, nan, 0.907, nan, 0.661, nan, 1.368, nan, 0.157, nan
spf, 0.200, 1.218, 0.476, 0.475, 0.322, 0.344, 0.295, 0.835, -0.594, 1.424, -1.005, 0.603
cdd, -0.087, 0.535, 0.619, 0.171, 0.227, 0.181, -0.272, 0.912, -0.035, 0.535, -0.244, 0.348
ymfO, 0.056, 0.676, 1.604, 0.842, -0.351, 0.471, 0.286, 1.634, -inf, nan, -0.815, 1.133
yqiH, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
araG, 0.579, 0.499, 0.565, 0.164, 0.319, 0.314, 0.196, 0.329, -0.041, 0.336, -0.352, 0.194
minE, inf, nan, inf, nan, inf, nan, nan, nan, inf, nan, inf, nan
gfcB, -0.464, 1.230, 0.218, 1.046, -0.654, 1.437, -0.804, 0.988, -inf, nan, 0.167, 1.041
sgrR, 0.351, 0.723, 0.344, 0.151, 0.192, 0.212, -0.330, 1.101, -0.174, 0.710, -0.662, 0.414
yphG, inf, nan, -0.111, 0.150, 0.407, 1.181, inf, nan, -inf, nan, -0.345, 0.501
dsdA, -0.067, 0.680, 0.152, 0.276, -0.079, 0.459, -0.188, 0.511, -0.923, 1.343, -1.066, 0.378
gstA, 0.584, 0.376, 0.225, 0.357, 0.601, 0.286, 0.678, 0.486, -1.662, 1.100, -0.465, 0.328
yjiM, -0.072, 0.780, 0.810, 0.483, 0.648, 0.214, 0.225, 0.618, -0.450, 1.065, -0.183, 0.865
sad, 0.127, 0.663, 0.790, 0.661, 0.067, 0.491, 0.380, 0.874, 0.767, 0.599, -0.759, 1.009
cbrB, -0.427, 0.885, 0.336, 0.829, -0.091, 0.548, -0.791, 1.594, -0.753, 0.714, -1.409, 0.743
cusR, 0.394, 0.323, 0.437, 0.607, 0.005, 0.218, -0.201, 0.214, -0.213, 0.525, -0.832, 0.748
betI, -0.077, 0.310, 0.116, 0.482, 0.115, 0.332, -0.131, 0.416, -0.014, 0.715, -0.775, 0.668
rutR, -0.109, 0.624, 0.225, 0.121, -0.129, 0.267, -0.207, 0.342, -0.513, 0.414, -0.954, 0.449
yiaL, 0.647, 0.280, 0.353, 0.710, 0.041, 0.343, -inf, nan, -inf, nan, -0.572, 0.251
ybiJ, -0.010, 0.911, 0.470, 0.261, 0.391, 0.482, 0.124, 0.836, -0.303, 0.756, -0.675, 1.071
rbsD, 0.565, 0.840, 0.372, 0.126, 0.214, 0.160, 0.161, 0.425, -0.595, 0.540, -0.913, 0.558
tsaB, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
mtfA, 0.258, 1.034, 0.133, 0.755, 0.070, 0.297, -1.673, 2.174, 0.440, 1.457, -0.665, 0.472
coaD, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
yedW, 0.430, 0.742, 0.399, 0.470, -0.061, 0.182, -0.384, 0.964, 0.464, 0.966, -0.740, 0.270
yehP, 0.942, 0.377, 0.225, 0.300, 0.407, 0.338, -0.090, 0.848, -1.004, 1.979, -0.065, 0.863
fruA, 1.000, 0.461, 1.069, 0.680, 0.750, 0.857, 0.388, 0.356, 0.290, 0.806, 0.235, 1.093
bax, -0.196, 1.066, inf, nan, 0.801, 0.559, -inf, nan, inf, nan, -0.124, 1.458
uxuR, 0.272, 0.401, 0.600, 0.576, 0.093, 0.259, 0.052, 0.606, 0.191, 1.095, -0.599, 0.519
mlaF, 0.935, 0.646, 0.521, 0.417, 0.460, 0.340, 0.405, 1.211, 0.209, 0.952, -0.214, 0.227
tabA, 0.607, 0.266, 0.684, 0.404, 0.497, 0.370, -0.148, 0.955, -1.666, 2.970, -0.677, 0.193
yggM, -inf, nan, 0.163, 1.274, -inf, nan, -inf, nan, -inf, nan, -0.264, 0.511
mdtE, 0.580, 0.369, 0.588, 0.415, 0.079, 0.290, 0.155, 0.204, -0.017, 0.622, -0.549, 0.434
brnQ, -0.036, 0.575, 0.154, 0.303, 0.073, 0.285, -0.161, 0.406, -0.096, 0.372, -0.635, 0.138
orn, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
ybhH, 0.274, 0.347, 0.384, 0.409, 0.311, 0.175, -1.308, 1.767, -inf, nan, -0.859, 0.765
flhA, 0.156, 0.502, 0.302, 0.088, 0.286, 0.157, 0.032, 0.831, -0.135, 0.571, -0.730, 0.152
ycgR, 0.092, 0.530, 0.557, 0.304, 0.060, 0.136, -0.263, 0.596, -0.844, 0.722, -0.989, 0.144
yjdJ, 0.113, 0.355, 0.650, 0.804, 0.514, 0.554, 0.165, 0.948, 0.215, 1.020, -0.200, 0.590
yfaS_2, 0.003, 0.552, 0.971, 1.510, 0.371, 0.331, -0.180, 0.499, -0.927, 2.338, -0.831, 0.306
rpsE, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
guaC, -0.514, 0.771, 0.334, 0.756, 0.060, 0.221, -0.591, 1.345, -0.577, 1.124, -0.503, 0.383
C0343, inf, nan, -inf, nan, inf, nan, inf, nan, -inf, nan, inf, nan
qor, -0.547, 0.727, -0.005, 0.665, 0.002, 0.267, -0.741, 0.673, -inf, nan, -0.799, 0.670
ypdC, -0.111, 1.048, -0.014, 0.256, 0.147, 0.234, -0.418, 0.291, -1.359, 0.247, -0.617, 0.276
yddE, -inf, nan, inf, nan, -inf, nan, -inf, nan, inf, nan, -inf, nan
arfB, 0.336, 1.113, 0.347, 0.963, 0.083, 0.124, -0.166, 1.342, -0.170, 1.470, -0.649, 0.319
ybhC, 0.402, 0.868, 0.666, 0.293, 0.293, 0.411, -0.428, 2.886, -0.811, 2.045, -0.609, 0.947
abgB, -0.124, 0.547, 0.398, 0.486, 0.176, 0.183, -0.217, 1.109, -0.224, 0.991, -0.581, 0.074
mltA, 0.220, 0.130, 0.240, 0.259, 0.049, 0.103, -0.265, 0.449, -0.475, 0.631, -0.791, 0.181
mutY, -0.420, 1.398, -0.050, 0.562, -0.059, 0.551, -1.101, 1.333, -1.050, 1.867, -0.572, 0.524
pliG, -0.321, 1.590, 0.830, 0.870, 0.378, 0.474, -0.381, 0.409, -0.109, 0.903, -0.516, 0.295
trxC, 1.084, 0.915, 0.523, 0.417, 0.395, 0.235, 0.531, 1.191, 0.411, 0.548, -0.521, 0.629
gspJ, 0.261, 0.945, 0.446, 0.143, 0.230, 0.197, -0.213, 0.971, 0.135, 0.167, -0.304, 0.381
ptsG, 0.279, 0.727, 0.398, 0.190, 0.644, 0.123, 0.018, 0.770, 0.185, 0.681, -0.191, 0.527
ydeO, -0.344, 1.111, 0.372, 0.426, 0.244, 0.186, -0.208, 0.995, -1.125, 0.847, -0.911, 0.551
hisF, 0.270, 0.356, 0.512, 0.223, 0.299, 0.542, -0.687, 0.559, -1.452, 1.309, -0.563, 0.928
higA, -1.903, 1.427, -1.251, 0.903, inf, nan, -0.405, 1.092, 0.771, 2.733, inf, nan
ybfA, 0.134, 0.910, 0.106, 0.319, 0.310, 0.859, -0.531, 0.485, -1.010, 1.349, -0.945, 1.508
purF, -0.356, 0.163, 0.936, 0.749, 0.141, 0.366, -0.997, 0.852, -0.994, 0.839, -0.781, 0.682
eutE, 0.563, 0.262, 0.281, 0.325, 0.513, 0.213, -0.128, 1.021, -0.436, 0.577, -0.385, 0.496
ansA, 1.006, 0.348, 0.326, 0.012, 0.136, 0.173, -0.199, 0.585, -1.444, 0.854, -0.596, 0.276
murE, inf, nan, inf, nan, nan, nan, inf, nan, nan, nan, nan, nan
creA, inf, nan, 1.739, 1.299, inf, nan, inf, nan, 1.571, 3.793, inf, nan
pagB, -1.108, 0.813, 0.571, 0.709, -0.031, 1.124, -0.424, 1.930, -0.176, 1.951, -1.139, 0.323
dosC, 0.849, 2.053, 0.642, 0.400, 0.383, 0.397, 0.895, 1.949, 0.328, 0.967, -0.197, 1.007
setC, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
nhaR, 0.032, 0.647, 0.389, 0.240, 0.162, 0.140, -0.583, 0.699, -0.693, 0.807, -0.816, 0.288
yoaA, -0.026, 0.427, -0.165, 0.550, 0.176, 0.166, -0.757, 0.939, -0.593, 1.613, -0.547, 0.464
pykA, 0.395, 1.567, 0.495, 0.428, 0.319, 0.458, 0.368, 0.718, 0.103, 0.600, -0.497, 0.340
cysK, -0.051, 1.319, 0.192, 0.369, 0.692, 0.216, -0.261, 1.185, -0.542, 0.602, -0.189, 0.589
gltD, -0.437, 1.031, 0.463, 0.357, 0.392, 0.540, -0.573, 1.024, -0.214, 0.406, -0.294, 0.179
ppdB, 0.508, 0.099, 0.335, 0.338, 0.058, 0.619, 0.019, 0.911, -0.588, 2.457, -0.540, 0.545
prmA, -0.107, 0.491, 0.423, 0.832, 0.531, 0.595, -0.485, 0.514, -0.279, 0.897, -0.152, 0.547
ruvB, 0.614, 0.694, 0.279, 0.516, 1.456, 0.391, -1.094, 0.905, -0.916, 1.132, 0.624, 0.483
agaV, -0.246, 0.644, 0.408, 0.498, 0.250, 0.541, -0.715, 0.882, -1.036, 1.857, -0.413, 0.295
evgS, 0.079, 0.638, 0.309, 0.377, 0.407, 0.187, -0.308, 0.271, -0.003, 0.564, -0.125, 0.471
ompL, -0.013, 0.447, 0.201, 0.381, 0.000, 0.165, -0.160, 0.843, -0.640, 0.971, -1.103, 0.235
hofC, 0.909, 0.654, 0.655, 0.502, 0.530, 0.333, 0.286, 0.756, 0.053, 0.728, -0.412, 0.433
ptrA, 0.241, 0.738, 0.470, 0.382, 0.014, 0.240, -0.299, 1.134, -inf, nan, -0.558, 0.221
pgpA, 0.146, 0.502, 0.066, 0.613, 0.979, 1.351, -0.686, 0.685, -1.359, 1.206, 0.001, 1.070
gcvP, -0.137, 0.316, 0.393, 0.337, 0.145, 0.297, -0.819, 0.577, -0.297, 0.984, -0.846, 0.191
clpX, 0.456, 1.293, 0.589, 0.623, 0.604, 0.782, -0.291, 0.668, 0.221, 1.437, -0.724, 0.492
udk, -0.561, 1.269, 0.489, 0.409, inf, nan, -0.404, 1.484, -1.013, 1.787, inf, nan
ygeP, -inf, nan, inf, nan, 0.156, 0.371, -1.315, 0.687, nan, nan, -0.838, 0.693
yhfU, 0.886, 1.052, 0.828, 1.049, 0.371, 0.605, 0.630, 0.496, -inf, nan, -0.728, 0.335
cspI, inf, nan, inf, nan, 0.658, 1.067, inf, nan, inf, nan, -inf, nan
rhlB, 0.128, 0.690, 0.247, 0.575, -0.071, 0.065, -0.633, 0.563, -0.898, 1.115, -0.887, 0.633
yfbT, 0.325, 1.578, 0.209, 0.438, -inf, nan, -0.887, 2.293, -inf, nan, -inf, nan
ybgL, 0.018, 0.896, 0.207, 0.291, 0.229, 0.116, 0.028, 0.465, 0.420, 0.356, -0.620, 0.134
agaI, -0.223, 1.229, inf, nan, 0.177, 0.576, -0.944, 1.026, inf, nan, -0.288, 0.883
bioH, 0.177, 0.427, 0.793, 0.496, 0.170, 0.489, -0.612, 0.922, -0.408, 0.498, -0.485, 0.474
stfE, 0.385, 1.036, 0.220, 1.223, 0.786, 0.486, -0.131, 1.329, 0.461, 0.538, 0.044, 0.810
uspG, -0.491, 1.035, 0.348, 0.485, 0.129, 0.614, -0.896, 0.946, -0.831, 0.276, -0.810, 0.746
tcdA, 0.493, 1.351, 0.463, 0.235, 0.261, 0.312, -1.541, 1.743, -0.802, 1.120, -0.989, 0.603
citT, 0.757, 0.238, 0.590, 0.284, 1.076, 1.285, 0.272, 0.348, 0.397, 0.458, 0.123, 1.190
glmS, 0.274, 0.708, 0.146, 0.174, 0.508, 0.235, -0.046, 0.424, -1.317, 0.587, -0.683, 0.063
clpA, 0.458, 0.497, 0.580, 0.662, 0.076, 0.203, 0.436, 0.547, 0.106, 1.043, -0.687, 0.498
yfjK, inf, nan, -1.087, 1.441, -0.231, 1.095, nan, nan, -1.241, 0.773, -0.677, 0.396
baeR, 0.568, 0.636, -0.030, 0.179, 0.125, 0.046, -0.125, 1.411, -1.822, 1.169, -1.058, 0.221
pspF, 0.354, 0.404, 0.570, 0.572, 0.436, 0.295, -0.009, 0.554, -0.176, 1.089, -0.355, 0.580
hokB, 0.403, 0.824, 0.271, 0.315, 0.158, 0.218, -0.056, 1.397, -1.113, 0.484, -0.736, 0.761
yagB, 0.516, 2.110, inf, nan, 0.385, 0.622, -inf, nan, inf, nan, -inf, nan
yibJ, 0.736, 0.653, 0.693, 0.272, -0.149, 0.367, 0.100, 1.542, 0.324, 0.670, -0.477, 0.682
yihW, 0.548, 1.178, 0.182, 0.244, -0.002, 0.281, -0.238, 1.389, 0.302, 0.684, -0.426, 0.902
rcsF, -0.017, 0.602, 0.370, 0.151, 0.213, 0.077, -0.444, 0.883, -0.830, 0.579, -0.420, 0.133
cybB, 0.253, 0.536, 0.392, 0.150, 0.069, 0.210, -0.041, 0.444, -0.648, 0.867, -0.440, 0.243
b2651, -0.193, 1.555, 0.483, 0.458, 0.305, 0.033, -0.416, 1.400, -0.455, 0.985, -0.699, 0.636
eutR, -0.324, 1.267, 0.691, 0.521, 0.213, 0.110, -0.485, 0.671, -0.076, 1.013, -0.631, 0.341
ydfN, -0.262, 1.250, 0.400, 0.860, -0.187, 0.719, -inf, nan, -inf, nan, -inf, nan
insH-4, 0.974, 0.922, 0.000, 0.000, -0.259, 0.953, -0.898, 2.973, 1.144, 0.147, -0.783, 0.211
yraJ, 0.344, 0.649, 0.232, 0.159, 0.130, 0.135, -0.148, 0.849, -1.086, 1.203, -0.484, 0.157
ygiD, -0.702, 1.128, 0.432, 0.819, -0.449, 0.955, -inf, nan, -0.164, 1.175, -inf, nan
cusF, -0.145, 0.413, 0.675, 0.610, 0.488, 0.064, 0.192, 0.435, -0.845, 0.451, -0.381, 0.389
ygbI, -0.095, 0.778, -0.060, 0.573, 0.269, 0.388, -0.728, 0.966, -1.055, 0.920, -0.292, 0.229
ftsL, inf, nan, inf, nan, nan, nan, inf, nan, nan, nan, nan, nan
rdlD, 0.746, 0.609, 0.333, 0.251, 0.272, 0.284, 0.015, 1.362, -0.206, 0.269, -0.756, 0.218
yneJ, 0.240, 0.258, 0.223, 0.156, 0.131, 0.397, -1.021, 1.418, -0.405, 0.519, -0.232, 0.733
glmU, inf, nan, 2.926, 0.957, inf, nan, inf, nan, 1.752, 1.550, inf, nan
yqjE, 0.460, 0.773, 0.608, 0.313, 0.216, 0.319, 0.127, 1.121, -1.207, 1.119, -0.673, 0.551
yegL, 0.478, 0.542, 0.671, 1.069, 0.119, 0.166, -0.027, 0.935, 0.298, 1.108, -0.563, 0.487
scpC, 0.334, 0.609, 0.530, 0.429, 0.630, 0.473, 0.003, 0.808, -1.243, 2.131, -0.512, 0.755
ubiE, 1.675, 0.504, 2.506, 1.232, inf, nan, 2.829, 0.890, 4.887, 1.078, inf, nan
rpmF, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
ssuC, 0.860, 0.408, 0.285, 0.402, -0.025, 0.387, 0.525, 0.218, 0.054, 1.084, -0.884, 0.197
hofO, 0.705, 0.602, 1.013, 0.404, 0.417, 0.272, 0.758, 1.362, 0.617, 0.904, -0.285, 0.504
selB, -0.431, 0.818, -0.035, 0.324, 0.128, 0.241, -1.092, 0.705, -0.710, 1.524, -0.545, 0.186
ygdG, 0.481, 0.688, 0.460, 0.463, 0.251, 0.189, -0.500, 1.122, -0.178, 0.978, -0.626, 0.469
yajR, 0.603, 0.493, 0.442, 0.154, 0.314, 0.217, 0.450, 0.606, -0.118, 0.347, -0.271, 0.121
talA, 0.509, 0.119, 0.153, 0.599, 0.215, 0.237, 0.333, 0.347, -0.582, 0.433, -0.961, 0.287
gpt, 0.301, 0.854, 0.332, 0.276, 0.062, 0.409, -0.057, 0.607, -0.372, 0.407, -0.908, 0.122
ybhJ, -inf, nan, 0.537, 0.402, -0.010, 0.281, -1.365, 1.902, -inf, nan, -0.350, 0.277
sfmC, 0.349, 0.738, 0.852, 0.493, 0.223, 0.268, -0.575, 1.056, -0.738, 0.971, -0.171, 0.317
flgH, 0.389, 0.912, 0.322, 0.234, 0.155, 0.322, 0.156, 1.269, -0.220, 0.344, -0.681, 0.339
mpaA, 0.835, 0.549, 0.688, 0.162, 0.396, 0.253, 0.612, 0.602, 0.267, 0.769, -0.542, 0.346
yjhQ, 0.005, 0.742, 0.554, 0.488, 0.482, 0.605, -0.240, 0.628, 0.181, 0.726, -0.124, 0.667
alaC, -0.185, 0.852, -0.068, 0.684, -0.171, 0.480, -0.971, 1.023, -1.468, 1.358, -0.807, 0.461
grxB, -0.067, 0.362, 0.468, 0.294, 0.087, 0.245, -0.276, 0.780, -0.644, 0.740, -0.560, 0.508
sapA, 0.494, 0.516, 0.173, 0.319, 0.340, 0.491, 0.448, 0.603, -0.461, 0.454, -0.714, 0.541
yniC, 0.326, 0.509, 0.146, 0.449, 0.443, 0.293, 0.158, 0.508, -0.813, 1.013, -0.382, 0.410
lpxM, 0.472, 0.479, 0.443, 0.194, 1.454, 0.487, -0.495, 0.653, 0.540, 1.614, 0.272, 0.855
yieF, 0.368, 1.133, 0.502, 0.737, 0.217, 0.298, -0.377, 0.624, 0.377, 0.868, -0.140, 0.423
ybjT, 1.291, 0.924, 1.429, 1.561, 0.700, 0.799, -0.102, 1.595, 0.724, 1.798, -0.807, 0.801
katG, 0.869, 0.549, 0.016, 0.492, 0.178, 0.145, -0.565, 0.783, -0.147, 0.363, -0.482, 0.392
gspC, -0.327, 0.164, 0.536, 0.238, 0.295, 0.280, -0.581, 0.474, 0.251, 0.156, -0.600, 0.439
add, -0.357, 0.779, 0.065, 0.289, -0.013, 0.237, -0.989, 1.704, -0.705, 1.975, -0.330, 0.081
dctA, -0.360, 1.087, 0.391, 0.287, 0.098, 0.251, -0.457, 0.704, -0.885, 0.968, -0.673, 0.449
nfsA, -0.249, 1.124, 0.465, 0.335, 0.140, 0.203, -0.387, 1.501, -0.530, 0.726, -0.999, 0.261
yhbT, 0.084, 1.443, -0.172, 1.284, -0.172, 0.207, -0.218, 2.440, 0.254, 1.267, -1.058, 0.534
rrlD, 0.643, 0.960, 1.940, 1.499, 0.994, 1.050, -0.480, 1.134, 1.491, 1.034, -0.109, 0.904
yeeS, inf, nan, -0.023, 1.747, 0.806, 0.781, nan, nan, -0.804, 0.404, -0.502, 0.926
bluF, -1.827, 0.927, -0.087, 0.357, -0.081, 0.346, -1.889, 0.770, -0.929, 0.736, -1.190, 0.636
cyoD, 0.019, 0.661, 0.574, 0.140, 0.384, 0.309, -0.426, 0.778, -0.638, 0.257, -0.901, 0.485
ispG, inf, nan, 2.714, 1.465, inf, nan, inf, nan, 2.678, 1.953, inf, nan
yibI, 0.670, 0.504, 0.623, 0.814, 0.369, 0.649, 0.521, 1.161, -0.535, 0.696, -0.362, 0.743
bioA, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
prfC, nan, nan, nan, nan, -inf, nan, inf, nan, inf, nan, -inf, nan
yaiU, 0.153, 0.610, 0.177, 0.270, 0.357, 0.483, -0.129, 0.781, -1.181, 0.823, -0.542, 0.109
ydeN, -0.921, 1.536, 0.121, 0.367, -0.117, 1.024, -0.236, 0.510, -0.756, 0.583, 0.320, 0.707
lysU, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
typA, 0.202, 0.967, 0.367, 0.887, -0.199, 0.411, 0.298, 0.953, -0.105, 1.433, -1.013, 0.661
phnE_1, inf, nan, 0.104, 1.049, 0.441, 0.215, inf, nan, -1.043, 1.499, -0.753, 0.615
csgF, -0.356, 0.437, 0.209, 0.380, 0.206, 0.697, -0.797, 0.357, -0.656, 0.602, -0.373, 0.564
yejH, -0.376, 0.602, 0.329, 0.494, 0.157, 0.361, -1.717, 0.616, -1.212, 1.764, -0.919, 0.522
ubiG, 0.306, 1.862, inf, nan, inf, nan, 2.476, 1.049, inf, nan, inf, nan
sodB, 0.518, 0.732, -0.052, 0.745, 0.279, 0.119, 0.270, 1.086, -1.050, 0.910, -0.618, 0.186
yadE, 0.464, 0.964, 0.716, 0.325, 0.370, 0.212, 0.315, 0.727, -0.481, 0.880, -0.969, 0.267
yneK, -0.629, 0.435, 1.055, 1.156, 0.511, 1.436, -1.257, 0.491, -inf, nan, 0.091, 1.274
gloB, -0.912, 1.185, 0.543, 0.327, -0.018, 0.423, -1.566, 1.619, -1.192, 1.414, -0.574, 0.389
atpB, 0.453, 0.498, 0.470, 0.450, 0.451, 0.346, 0.364, 0.921, 0.249, 0.725, -0.037, 0.146
yghX_2, inf, nan, -0.434, 1.076, -0.150, 0.340, inf, nan, -inf, nan, -1.745, 1.039
hokA, 0.573, 0.873, 0.119, 0.481, -0.568, 1.496, -0.084, 1.470, -inf, nan, -0.810, 1.647
yehU, -0.178, 1.318, 0.562, 0.239, 0.123, 0.331, -0.182, 1.122, -0.238, 0.656, -0.647, 0.605
ydcI, -0.243, 0.536, 0.421, 0.238, 0.428, 0.289, -0.507, 0.737, -0.839, 1.210, -0.400, 0.559
gss, 0.619, 0.801, 0.432, 0.315, 0.137, 0.145, 0.478, 0.980, -0.488, 0.782, -0.717, 0.361
rhsA, 0.713, 1.093, 0.411, 0.289, 0.192, 0.460, 0.270, 1.400, -inf, nan, -0.781, 0.539
pstC, 0.206, 0.580, -0.090, 0.333, 0.203, 0.205, 0.947, 0.629, 0.269, 1.139, 1.035, 1.086
ykiA, 1.107, 1.112, 0.353, 0.469, 0.632, 0.554, 0.226, 0.544, -0.788, 1.640, -0.722, 0.691
ulaC, 0.488, 0.411, 0.296, 0.183, 0.326, 0.370, -0.219, 0.709, -0.753, 1.000, -0.306, 0.276
casC, -0.837, 1.330, -0.016, 1.096, 0.331, 0.160, -0.652, 0.660, 0.013, 0.786, -0.395, 0.622
rsmE, 0.310, 0.455, 0.120, 0.373, -0.148, 0.281, -1.055, 1.271, -0.565, 1.143, -0.749, 0.548
fusA, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
suhB, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan, inf, nan
phoP, -inf, nan, -0.737, 0.985, inf, nan, -inf, nan, -inf, nan, inf, nan
araA, 1.040, 1.071, inf, nan, 1.384, 1.766, 1.553, 1.901, inf, nan, 1.015, 2.521
cysN, 0.402, 0.497, 0.475, 0.338, 0.501, 0.896, -0.184, 0.712, -1.431, 0.981, -0.993, 0.524
sufD, 0.726, 0.272, 0.508, 0.285, 0.087, 0.191, 0.255, 0.941, -0.374, 0.385, -0.578, 0.451
yfeX, -0.317, 0.487, -0.233, 0.606, -0.648, 0.748, -0.875, 0.739, -1.391, 0.982, -0.460, 0.867
ybgD, -0.172, 1.760, 0.179, 0.885, 0.716, 1.524, -inf, nan, -0.865, 0.401, -0.631, 1.138
chbR, -0.334, 0.609, 0.437, 0.267, 0.097, 0.110, -0.582, 0.431, -0.538, 1.429, -0.744, 0.197
ygfB, 0.257, 1.074, 1.170, 1.003, 0.928, 0.943, 1.202, 0.949, -0.104, 2.255, 0.090, 0.516
yjbL, 0.000, 1.343, 0.121, 0.918, 0.103, 0.959, -inf, nan, -inf, nan, -0.890, 0.641
sibD, -0.110, 1.382, -0.056, 0.747, -0.679, 0.426, -0.284, 1.521, -0.994, 1.456, -0.949, 0.699
yegS, -0.369, 0.966, 0.474, 0.433, -0.018, 0.149, -inf, nan, 0.339, 1.655, -0.875, 0.665
ybfC, -1.338, 1.760, 0.623, 0.388, -0.074, 0.265, -1.268, 2.455, 0.242, 1.505, -0.701, 0.789
yjbQ, -0.190, 0.482, 0.688, 0.341, 0.166, 0.914, -0.721, 0.408, 0.476, 0.852, -1.085, 0.669
yehY, -1.290, 0.770, 0.504, 0.761, 0.127, 0.611, -1.593, 1.120, -0.797, 1.464, -0.869, 0.590
yzgL, inf, nan, inf, nan, inf, nan, inf, nan, nan, nan, nan, nan
